"Close Date","Account Name","Lead Source Category","Opportunity Name","Fiscal Period","Opportunity Owner","Next Step","Type","Monthly Gross Profit","Age","Appraisal Start Date","Total Value","Referral Partner"
"1/3/2022","Wildfox Couture","Outbound","Wildfox-","Q1-2022","Kira Tirshfield","","Brand Strategy - New Business","7161","81.0000000000","10/14/2021 3:18 PM","85932.00",""
"1/3/2022","InVintory","Inbound","InVintory-","Q1-2022","Ben Rogers","","Commercial Velocity - New Business","16713","34.0000000000","12/8/2021 2:02 PM","100275.00",""
"1/4/2022","Odyssey Investment Partners","Outbound","Pexco systems-first party diligence (odyssey)","Q1-2022","Pierre Le Veaux","","Private Equity","13950","8.0000000000","1/19/2022 3:04 PM","13950.00",""
"1/5/2022","Southwest Solutions Group","Outbound","Southwest Solutions-","Q1-2022","Matt Levitt","","Rapid Growth Brands - New Business","26048","152.0000000000","11/15/2021 9:53 AM","312571.50",""
"1/5/2022","T. Jazelle","Inbound","T.Jazelle-","Q1-2022","Ben Rogers","","Commercial Velocity - New Business","18543","29.0000000000","12/13/2021 2:07 PM","222515.04",""
"1/6/2022","Damstra Technology","Outbound","Damstra Technology","Q1-2022","Matt Levitt","sending craft cms dev partner access on 10/28","Rapid Growth Brands - New Business","7163","93.0000000000","10/21/2021 12:11 PM","21487.50",""
"1/7/2022","Reel","Inbound","Reel Paper- SEO","Q1-2022","Jenny Silva","","Rapid Growth Brands - New Business","7057","37.0000000000","12/2/2021 7:55 PM","84689.40",""
"1/10/2022","Cove Hill Partners","Channel Partner","Covehill Partners- Ratehub External Diligence","Q1-2022","Pierre Le Veaux","","Private Equity","11160","0.0000000000","","11160.00",""
"1/11/2022","Grabango","Outbound","Grabango- Influencer","Q1-2022","Corey Eulas","","Strategic Accounts - New Business","4649","7.0000000000","","27894.42",""
"1/11/2022","Feastables","Channel Partner","Feastables-","Q1-2022","Kira Tirshfield","","Commercial Velocity - New Business","15000","0.0000000000","","90000.00",""
"1/11/2022","Zerocarb","Inbound","ZeroCarb Lyfe - Influencer","Q1-2022","Alexa Engelhart","","Brand Strategy - New Business","6045","6.0000000000","","72540.00",""
"1/13/2022","Praecipio Consulting","Channel Partner","Praecipio - Project","Q1-2022","Mike Iaco","","CV Strategic","17190","114.0000000000","10/12/2021 10:40 AM","17190.00","Keith Jensen"
"1/13/2022","NewtonX","Inbound","NewtonX-","Q1-2022","Matt Levitt","","Rapid Growth Brands - New Business","16109","38.0000000000","12/21/2021 11:43 AM","193311.10",""
"1/13/2022","Montres NORQAIN SA","Inbound","NORQAIN-","Q1-2022","Ben Rogers","","Commercial Velocity - New Business","7163","114.0000000000","","7162.50",""
"1/14/2022","Huckberry","Channel Partner","Huckberry- SEO","Q1-2022","Corey Eulas","","Strategic Accounts - New Business","24598","102.0000000000","","24598.00","Huckberry"
"1/14/2022","CVC Advisors","Outbound","CVC","Q1-2022","Pierre Le Veaux","","Private Equity","15000","5.0000000000","","15000.00",""
"1/14/2022","ZenBusiness","Outbound","ZenBusiness","Q1-2022","Jake Mehani","","Commercial Velocity - New Business","13965","38.0000000000","","83790.00",""
"1/15/2022","Incline Equity Partners","Channel Partner","Incline Equity Partners-External Diligence","Q1-2022","Pierre Le Veaux","","Private Equity","13950","0.0000000000","","13950.00",""
"1/21/2022","Halo Pets","Outbound","Halo pets-","Q1-2022","Alex Serna","","Commercial Velocity - New Business","12932","49.0000000000","1/18/2022 8:13 AM","155187.50",""
"1/21/2022","Alliance Environmental Group","Outbound","Alliance Environmental Group-","Q1-2022","Pierre Le Veaux","","Private Equity","13950","17.0000000000","1/19/2022 3:42 PM","13950.00",""
"1/25/2022","G/fore","Inbound","G/FORE-","Q1-2022","Pat Kreidler","","Commercial Velocity - New Business","13377","280.0000000000","1/25/2022 1:52 PM","160524.00",""
"1/25/2022","SureWerx","Outbound","Riverside (SureWerx)-","Q1-2022","Pierre Le Veaux","","Private Equity","13950","11.0000000000","1/25/2022 11:10 AM","13950.00",""
"1/25/2022","New Slice Ventures","Outbound","Slice-","Q1-2022","Kira Tirshfield","","Commercial Velocity - New Business","18979","7.0000000000","1/18/2022 11:21 AM","113874.00",""
"1/26/2022","CoStar Group","Inbound","Lands of America","Q1-2022","Mike Iaco","","CV Strategic","9359","85.0000000000","11/11/2021 2:36 PM","112308.00",""
"1/26/2022","Infinite Choice","Outbound","InfiniteChoice - Retainer: SEO (Links, Content Optimization with Technical Analysis)","Q1-2022","Corey Eulas","","Strategic Accounts - New Business","10263","0.0000000000","","61578.00",""
"1/26/2022","Revant Optics","Outbound","Revant Optics-","Q1-2022","Ben Rogers","","Commercial Velocity - New Business","7180","49.0000000000","1/27/2022 12:13 PM","86155.20",""
"1/26/2022","VIOLETTE_FR","Inbound","Violette Beauty-","Q1-2022","Ben Rogers","","Commercial Velocity - New Business","15280","318.0000000000","1/28/2022 7:54 AM","91680.00",""
"1/28/2022","Aloha Collection","Outbound","Aloha Collection-","Q1-2022","Ben Rogers","","Commercial Velocity - New Business","11288","40.0000000000","1/28/2022 10:19 AM","135457.20",""
"1/28/2022","Harris Freeman & Co","Channel Partner","Harris Tea Company- Amazon","Q1-2022","Jenny Silva","","Rapid Growth Brands - New Business","5595","72.0000000000","1/27/2022 5:50 PM","55945.00","Jon Guidance"
"1/31/2022","SyncroMSP","Inbound","Syncro MSP-","Q1-2022","Mike Iaco","","CV Strategic","20216","13.0000000000","1/20/2022 9:30 AM","242592.00",""
"1/31/2022","Baracle Parking Enforcement","Outbound","Barnacle - Project","Q1-2022","Mike Iaco","","CV Strategic","30799","26.0000000000","1/10/2022 8:28 AM","30799.00",""
"1/31/2022","Incline Equity Partners","Inbound","Incline Equity Partners StarWest","Q1-2022","Pierre Le Veaux","","Private Equity","17871","70.0000000000","1/31/2022 12:07 AM","214448.70",""
"2/1/2022","Hayabusa Fight","Channel Partner","Hayabusa Fight-Email Retainer","Q1-2022","Pierre Le Veaux","","Private Equity","6975","0.0000000000","","83700.00",""
"2/4/2022","PRO Compression","Channel Partner","PRO Compression-","Q1-2022","Ben Rogers","","Commercial Velocity - New Business","35335","32.0000000000","2/4/2022 12:50 PM","424020.00",""
"2/7/2022","OneSkin","Channel Partner","One Skin-","Q1-2022","Alex Serna","","Commercial Velocity - New Business","4656","13.0000000000","2/1/2022 8:24 AM","55877.52","Alanna Gregory"
"2/7/2022","UnboxMe","Inbound","Unboxme- Amazon","Q1-2022","Jenny Silva","","Rapid Growth Brands - New Business","3979","24.0000000000","2/7/2022 4:47 PM","47750.00",""
"2/9/2022","The Beard Club","Channel Partner","The Beard Club","Q1-2022","Mike Iaco","","CV Strategic","9411","51.0000000000","1/4/2022 3:29 PM","112932.00","Attentive - Jay Quiles"
"2/10/2022","SEMrush","Channel Partner","Semrush-","Q1-2022","Matt Levitt","","Rapid Growth Brands - New Business","167730","35.0000000000","2/7/2022 10:12 PM","167729.64","Siege Media,  LLC"
"2/10/2022","Fluidity Direct","Outbound","Fluidity Direct LLC-","Q1-2022","Zac Kyle","","Commercial Velocity - New Business","18782","29.0000000000","2/10/2022 8:43 PM","225380.00",""
"2/10/2022","Diva International Inc. ""DivaCup""?","Inbound","Diva International-","Q1-2022","Kira Tirshfield","","Brand Strategy - New Business","13000","91.0000000000","1/21/2022 12:12 PM","78000.00",""
"2/10/2022","SpoonfulONE","Inbound","SpoonfulONE-","Q1-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","12090","64.0000000000","2/3/2022 10:55 AM","145080.00",""
"2/11/2022","GimMe Health Foods","Inbound","Gimme Snacks-","Q1-2022","Mike Iaco","","CV Strategic","4775","0.0000000000","","4775.00",""
"2/11/2022","Aspiration","Channel Partner","Aspiration-","Q1-2022","Matt Levitt","","Rapid Growth Brands - New Business","76018","37.0000000000","2/8/2022 4:49 PM","912211.50","Mint Digital  LLC"
"2/11/2022","DataGrail","Channel Partner","DataGrail-","Q1-2022","Matt Levitt","","Rapid Growth Brands - New Business","6854","18.0000000000","1/31/2022 12:59 PM","82244.70","Siege Media,  LLC"
"2/14/2022","LAWN CHAIR USA, LLC","Inbound","Lawn Chair USA- Amazon","Q1-2022","Jenny Silva","","Rapid Growth Brands - New Business","3820","54.0000000000","2/7/2022 7:58 PM","34380.00",""
"2/14/2022","Transportation Insight","Channel Partner","Transportation Insight-","Q1-2022","Bill Wilkinson","","Private Equity","8050","10.0000000000","","8050.00","Growth Plays  LLC"
"2/15/2022","Promus Equity","Inbound","Promus Equity Diligence","Q1-2022","Pierre Le Veaux","","Private Equity","18600","103.0000000000","","18600.00",""
"2/16/2022","florence by mills","Inbound","florence by mills-","Q1-2022","Kira Tirshfield","","Brand Strategy - New Business","15000","85.0000000000","1/6/2022 11:15 AM","180000.00",""
"2/17/2022","Seed At The Table","Outbound","Seed At The Table (Diligence Q1)","Q1-2022","Pierre Le Veaux","","Private Equity","23250","0.0000000000","","23250.00",""
"2/18/2022","Fcc","Outbound","FCC Jesus of Nazareth","Q1-2022","Pierre Le Veaux","","Private Equity","46177","0.0000000000","","46177.00",""
"2/18/2022","Takeya","Inbound","Takeya USA- Paid Google & Social","Q1-2022","Jenny Silva","","Rapid Growth Brands - New Business","4418","36.0000000000","1/14/2022 6:09 PM","26505.00",""
"2/19/2022","ICW Group","Inbound","ICW Group-","Q1-2022","Zac Kyle","","Commercial Velocity - New Business","171900","198.0000000000","12/20/2021 1:00 PM","171900.00",""
"2/20/2022","SpoonfulONE","Inbound","SpoonfulONE-","Q1-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","38130","0.0000000000","","457560.00",""
"2/21/2022","Incline Equity Partners","Channel Partner","Incline Equity Partners-Aftermath Diligence","Q1-2022","Pierre Le Veaux","","Private Equity","6975","0.0000000000","3/3/2022 12:53 PM","6975.00",""
"2/23/2022","IntelyCare","Channel Partner","Intently Care-","Q1-2022","Alex Serna","","Commercial Velocity - New Business","11592","36.0000000000","2/1/2022 8:16 AM","139104.00","Amy Ogden"
"2/25/2022","SambaNova Systems","Channel Partner","SambaNova Systems-","Q1-2022","Matt Levitt","","Rapid Growth Brands - New Business","8831","21.0000000000","2/9/2022 3:46 PM","105970.80","Growth Plays  LLC"
"2/25/2022","Bear Walker","Inbound","Bear Walker-","Q1-2022","Alex Serna","","Commercial Velocity - New Business","15734","169.0000000000","11/9/2021 9:07 AM","188803.56",""
"2/25/2022","Stila Cosmetics","Channel Partner","Stila Cosmetics-","Q1-2022","Pat Kreidler","","Commercial Velocity - New Business","28188","80.0000000000","2/3/2022 12:20 PM","338261.00",""
"2/27/2022","Coop Home Goods","Outbound","coophomegoods.com-","Q1-2022","Ben Rogers","","Commercial Velocity - New Business","33724","79.0000000000","1/31/2022 10:18 PM","404689.50",""
"2/28/2022","Flamingo Estate","Outbound","Flamingo Estate-","Q1-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","9017","35.0000000000","2/7/2022 10:07 AM","54100.14",""
"2/28/2022","Jinx","Channel Partner","Jinx- influencer","Q1-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","4275","0.0000000000","","51300.00","Siyaa Munjal"
"3/1/2022","Bandsintown Inc","Channel Partner","BandsinTown","Q1-2022","Matt Levitt","","Rapid Growth Brands - New Business","28650","21.0000000000","2/8/2022 6:40 PM","28650.00",""
"3/1/2022","Tomorrow Farms","Inbound","Tomorrow Farms-","Q1-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","9550","35.0000000000","","57300.00",""
"3/2/2022","Figma","Channel Partner","Figma- Content Pages","Q1-2022","Matt Levitt","","Rapid Growth Brands - New Business","39195","14.0000000000","2/16/2022 1:29 PM","156780.00","Growth Plays  LLC"
"3/2/2022","Figma","Channel Partner","Figma- SEO Audit Project","Q1-2022","Matt Levitt","","Rapid Growth Brands - New Business","10063","28.0000000000","2/7/2022 4:38 PM","10062.50","Growth Plays  LLC"
"3/2/2022","Permira Capital","Channel Partner","Permira-FI diligence","Q1-2022","Pierre Le Veaux","","Private Equity","18600","1.0000000000","3/1/2022 9:58 AM","18600.00",""
"3/3/2022","Vice Sporting Goods GmbH","Outbound","Vice Golf","Q1-2022","Jake Mehani","","Commercial Velocity - New Business","9077","30.0000000000","","36309.00",""
"3/3/2022","Brava","Channel Partner","Brava- Amazon SC Launch","Q1-2022","Jenny Silva","","Rapid Growth Brands - New Business","0","42.0000000000","2/17/2022 4:16 PM","0.00","Sean Fitzpatrick"
"3/4/2022","Bandsintown Inc","Channel Partner","Bandsintown - Allmusic.com SEO audit","Q1-2022","Pierre Le Veaux","","Private Equity","13950","0.0000000000","","13950.00",""
"3/8/2022","Brown and Joseph","Inbound","Incline Armstrong (Altus)","Q1-2022","Pierre Le Veaux","","Private Equity","7000","0.0000000000","","7000.00",""
"3/9/2022","The Evan's Network","Inbound","The Evan's Network","Q1-2022","Mike Iaco","","CV Strategic","85473","2.0000000000","","85473.00",""
"3/10/2022","CommentSold","Inbound","CommentSold-","Q1-2022","Matt Levitt","","Rapid Growth Brands - New Business","21839","50.0000000000","2/1/2022 5:30 PM","262064.70",""
"3/10/2022","SUNBOY","Inbound","SUNBOY-","Q1-2022","Ben Rogers","","Commercial Velocity - New Business","10505","169.0000000000","10/14/2021 5:35 PM","52525.00",""
"3/11/2022","Liquid Instruments","Outbound","Liquid Instruments-","Q1-2022","Matt Levitt","","Rapid Growth Brands - New Business","12090","142.0000000000","11/1/2021 8:47 AM","12090.00",""
"3/11/2022","AtoB","Channel Partner","AtoB-","Q1-2022","Matt Levitt","","Rapid Growth Brands - New Business","9595","24.0000000000","2/15/2022 1:45 PM","115137.60","Sameer Mehta"
"3/11/2022","Your Super","Channel Partner","Your Super - Creative","Q1-2022","Jake Mehani","","Commercial Velocity - New Business","5969","67.0000000000","2/8/2022 1:32 PM","23875.00","Adam Gassman"
"3/13/2022","JS Group","Inbound","Halston 2","Q1-2022","Ben Rogers","","Commercial Velocity - New Business","8539","0.0000000000","","102471.50",""
"3/14/2022","Stately","Channel Partner","Stately Men","Q1-2022","Alex Serna","","Commercial Velocity - New Business","9405","61.0000000000","","56430.00","Kyle Brucculeri"
"3/14/2022","Winc","Inbound","Summer Water-","Q1-2022","Kira Tirshfield","","Commercial Velocity - New Business","15000","39.0000000000","2/3/2022 9:23 AM","75000.00",""
"3/15/2022","Nisolo","Outbound","Nisolo Shoes RFP","Q1-2022","Mike Iaco","","CV Strategic","26263","89.0000000000","2/7/2022 1:33 PM","315156.00",""
"3/15/2022","Transportation Insight - 3 Month Beon Campaign","Channel Partner","Transportation Insight-","Q1-2022","Pierre Le Veaux","","Private Equity","11700","0.0000000000","","35100.00","Growth Plays  LLC"
"3/15/2022","Prairie Capital","Channel Partner","Prairie Capital-Trucking Parts Co Diligence","Q1-2022","Pierre Le Veaux","","Private Equity","4650","0.0000000000","","4650.00",""
"3/16/2022","AutoCamp","Inbound","AutoCamp-","Q1-2022","Mike Iaco","","CV Strategic","4775","36.0000000000","","4775.00",""
"3/16/2022","Nili Lotan","Inbound","Nili Lotan","Q1-2022","Jake Mehani","","Commercial Velocity - New Business","23159","27.0000000000","3/1/2022 1:36 PM","277905.00",""
"3/17/2022","Auto Europe","Inbound","Auto Europe-","Q1-2022","Mike Iaco","","CV Strategic","9455","1.0000000000","","9455.00",""
"3/18/2022","AARP (Relax and Radiate & Luxe and Luminous Subscription Boxes)","Outbound","AARP (Relax and Radiate & Luxe and Luminous Subscription Boxes)-","Q1-2022","Zac Kyle","","Commercial Velocity - New Business","13832","71.0000000000","1/6/2022 11:34 PM","82989.48",""
"3/18/2022","Incite Partners (Fairway Lawns)","Outbound","Incline Partners (Fairway Lawns)-","Q1-2022","Pierre Le Veaux","","Private Equity","13900","0.0000000000","","13900.00",""
"3/21/2022","Cytena","Channel Partner","Cytena-","Q1-2022","Zac Kyle","","Commercial Velocity - New Business","5771","38.0000000000","2/16/2022 6:38 PM","69255.00","Siege Media,  LLC"
"3/23/2022","Boyne Capital BPO Companies","Outbound","Boyne Capital BPO Companies","Q1-2022","Pierre Le Veaux","","Private Equity","11600","0.0000000000","","11600.00",""
"3/25/2022","CF Nutrition","Inbound","CF Nutrition ClearFast Inc-","Q1-2022","Jenny Silva","","Rapid Growth Brands - New Business","6645","66.0000000000","2/1/2022 8:44 AM","79742.50",""
"3/29/2022","Richline Group, a Berkshire Hathaway Company","Outbound","Silpada - Amazon","Q1-2022","Jake Mehani","","Commercial Velocity - New Business","56158","57.0000000000","2/28/2022 3:41 PM","673895.76",""
"3/29/2022","Symbiome","Outbound","Symbiome-","Q1-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","4202","28.0000000000","","25212.00",""
"3/30/2022","Bestow","Outbound","Bestow-","Q1-2022","Zac Kyle","","Commercial Velocity - New Business","10392","55.0000000000","2/11/2022 1:34 PM","187055.85",""
"4/1/2022","Rifle Paper","Inbound","Rifle Paper Co-","Q2-2022","Pierre Le Veaux","","Private Equity","5937","0.0000000000","","35619.00",""
"4/6/2022","Heartbeat Hot Sauce","Outbound","Heartbeat Hot Sauce-","Q2-2022","Jenny Silva","","Rapid Growth Brands - New Business","23350","26.0000000000","3/21/2022 10:14 AM","280197.00",""
"4/7/2022","Barnacle Parking Enforcement","Outbound","Barnacle (Social only)","Q2-2022","Mike Iaco","","CV Strategic","5969","65.0000000000","2/7/2022 1:30 PM","71628.00",""
"4/7/2022","Hunt A Killer","Channel Partner","Hunt A Killer (email project)","Q2-2022","Alex Serna","","Commercial Velocity - New Business","11970","2.0000000000","","11970.00","Jordan Salvit"
"4/7/2022","WineAccess","Inbound","Wine Access-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","25068","44.0000000000","3/8/2022 7:47 AM","300816.00",""
"4/8/2022","Grown Alchemist","Outbound","Grown Alchemist-","Q2-2022","Hannah Underhill","","Commercial Velocity - New Business","12129","70.0000000000","1/28/2022 11:45 AM","145542.00",""
"4/10/2022","Hello.®","Channel Partner","Hello Cup-","Q2-2022","Alexa Engelhart","","Brand Strategy - New Business","13560","178.0000000000","1/5/2022 6:01 PM","81360.00",""
"4/11/2022","Incline Equity Partners","Outbound","incline equity Raneys Truck Prts","Q2-2022","Pierre Le Veaux","","Private Equity","23250","0.0000000000","","23250.00",""
"4/14/2022","Fishbowl","Inbound","Fishbowl-","Q2-2022","Matt Levitt","","Rapid Growth Brands - New Business","16833","10.0000000000","","100998.00",""
"4/15/2022","RUAG","Channel Partner","RUAG-","Q2-2022","Mike Iaco","","CV Strategic","17668","22.0000000000","3/29/2022 1:40 PM","17668.00","Charlotte Bell"
"4/15/2022","Nutraceutical","Outbound","Nutraceutical-","Q2-2022","Pat Kreidler","","Commercial Velocity - New Business","23875","59.0000000000","2/23/2022 6:37 AM","143250.00",""
"4/15/2022","SAADIA Group","Inbound","SAADIA Group | Sub Brands","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","10431","31.0000000000","3/18/2022 10:32 AM","125172.00","Daniel Pahl - Birds Eye LLC"
"4/15/2022","ALTER X","Inbound","Alter X-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","2940","21.0000000000","","2940.00",""
"4/15/2022","Fashion to Figure","Channel Partner","Fashion to Figure-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","24795","91.0000000000","2/2/2022 5:43 PM","297540.00","Daniel Pahl - Birds Eye LLC"
"4/15/2022","New York & Company","Channel Partner","New York & Company-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","40185","91.0000000000","2/2/2022 1:23 PM","482220.00","Daniel Pahl - Birds Eye LLC"
"4/15/2022","Lord + Taylor","Channel Partner","Lord and Taylor-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","26505","91.0000000000","2/2/2022 5:43 PM","318060.00","Daniel Pahl - Birds Eye LLC"
"4/15/2022","Callaway Golf","Inbound","Callaway Golf-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","18816","8.0000000000","","56448.00",""
"4/15/2022","SAADIA Group","Channel Partner","SAADIA Group Month 1 Project","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","39287","1.0000000000","4/14/2022 6:25 PM","39287.25","Daniel Pahl - Birds Eye LLC"
"4/19/2022","MotherBar","Inbound","MotherBar-","Q2-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","10939","14.0000000000","","43756.00",""
"4/21/2022","Spinn","Inbound","Spinn-","Q2-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","9550","17.0000000000","4/11/2022 9:37 AM","57300.00",""
"4/22/2022","Figma","Channel Partner","Figma - Paid Search","Q2-2022","Matt Levitt","","Rapid Growth Brands - New Business","10920","49.0000000000","3/4/2022 9:37 AM","109200.00","Growth Plays  LLC"
"4/22/2022","Golf Wang","Channel Partner","Golf le Fleur-","Q2-2022","Pat Kreidler","","Commercial Velocity - New Business","29327","106.0000000000","1/24/2022 5:55 PM","175959.00","Seed CMS,  LLC."
"4/25/2022","Dr. Martens","Outbound","Dr Martens-","Q2-2022","Connor Sanner","","Rapid Growth Brands - New Business","11460","0.0000000000","","68760.00",""
"4/25/2022","SOMOS Foods","Inbound","SOMOS Foods-","Q2-2022","Jenny Silva","","Rapid Growth Brands - New Business","9622","28.0000000000","4/1/2022 5:36 PM","115459.50",""
"4/26/2022","Save Upfront Auto","Channel Partner","Upfront","Q2-2022","Jake Mehani","","Commercial Velocity - New Business","19024","47.0000000000","3/14/2022 2:15 PM","114142.50","Ovadia Labaton"
"4/27/2022","pH - D Feminine Health","Channel Partner","PHD Feminine Health-","Q2-2022","Alex Serna","","Commercial Velocity - New Business","21760","35.0000000000","4/4/2022 9:01 AM","261117.00","Drew Goodmanson"
"4/27/2022","Alice & Olivia","Channel Partner","Alice & Olivia-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","11270","49.0000000000","3/25/2022 10:44 AM","135240.00","Revel One"
"4/28/2022","Runway AI","Channel Partner","Runway-","Q2-2022","Matt Levitt","","Rapid Growth Brands - New Business","13475","15.0000000000","4/20/2022 11:38 AM","80847.00","Growth Plays  LLC"
"4/28/2022","Moby","Inbound","Moby-","Q2-2022","Linda Miller","","Rapid Growth Brands - New Business","20500","31.0000000000","4/1/2022 9:47 AM","246000.00",""
"4/28/2022","Moby","Inbound","Moby - Website","Q2-2022","Linda Miller","","Rapid Growth Brands - New Business","37200","0.0000000000","4/1/2022 9:47 AM","37200.00",""
"4/29/2022","Lenox","Channel Partner","Lenox Corporation-","Q2-2022","Alex Serna","","Commercial Velocity - New Business","12845","32.0000000000","4/4/2022 9:01 AM","154137.00","Nick Rohr"
"4/29/2022","PackIt","Outbound","Packit-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","11460","79.0000000000","3/15/2022 8:07 AM","137520.00",""
"5/5/2022","TRX","Inbound","TRX Training-","Q2-2022","Pat Kreidler","","Commercial Velocity - New Business","27385","94.0000000000","2/22/2022 7:51 AM","164307.75",""
"5/6/2022","Charming and Main","Channel Partner","Charming and Main-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","32132","29.0000000000","4/13/2022 10:16 PM","385581.24",""
"5/9/2022","Caliray Beauty - L'Oréal","Channel Partner","Caliray Beauty - L'Oréal-","Q2-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","20628","18.0000000000","4/26/2022 10:11 AM","123768.00","Nick Rohr"
"5/12/2022","ASAP Site Services","Inbound","ASAP Site Services-","Q2-2022","Mike Iaco","","CV Strategic","20098","58.0000000000","","241176.00",""
"5/13/2022","Traveler's Choice","Inbound","Traveler's Choice-","Q2-2022","Alex Serna","","Commercial Velocity - New Business","12893","32.0000000000","4/27/2022 2:00 PM","154710.00",""
"5/13/2022","FitJoy Foods","Outbound","FitJoy Foods-","Q2-2022","Jenny Silva","","Rapid Growth Brands - New Business","2006","59.0000000000","3/28/2022 10:56 PM","4011.00",""
"5/16/2022","University Medical Pharmaceuticals","Outbound","University Medical-","Q2-2022","Alex Serna","","Commercial Velocity - New Business","7938","67.0000000000","3/22/2022 9:24 AM","95261.25",""
"5/16/2022","The Office of Angela Scott","Channel Partner","The Office of Angela Scott-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","36620","109.0000000000","2/14/2022 10:15 AM","439443.25","Adena Merabi"
"5/19/2022","Theory11.com","Inbound","theory11","Q2-2022","Mike Iaco","","CV Strategic","25831","66.0000000000","3/17/2022 8:22 AM","619938.00",""
"5/19/2022","Jenny Boston Boutique","Channel Partner","Jenny Boston-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","40482","42.0000000000","4/13/2022 10:16 PM","485787.48",""
"5/19/2022","Bravo Sierra","Channel Partner","Bravo Sierra-","Q2-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","13392","16.0000000000","5/16/2022 9:42 AM","160704.00","Alex Bauer"
"5/24/2022","SAXX Underwear","Inbound","SAXX Underwear-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","10485","43.0000000000","4/19/2022 8:42 AM","125821.20",""
"5/26/2022","Milwaukee Hard Money","Inbound","Milwaukee Hard Money-","Q2-2022","Mike Iaco","","CV Strategic","14722","0.0000000000","","176664.00",""
"5/26/2022","10x Genomics","Outbound","10x Genomics-","Q2-2022","Pat Kreidler","","Commercial Velocity - New Business","4650","7.0000000000","","4650.00",""
"5/26/2022","The Work/Friends at Work","Inbound","The Work/Friends at Work-","Q2-2022","Jake Mehani","","Commercial Velocity - New Business","3820","9.0000000000","","3820.00",""
"5/26/2022","Dr. Squatch","Inbound","Dr. Squatch-","Q2-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","7440","27.0000000000","","7440.00",""
"5/27/2022","Pushpay","Channel Partner","PushPay-","Q2-2022","Matt Levitt","","Rapid Growth Brands - New Business","20173","51.0000000000","4/11/2022 7:16 PM","242080.80","Growth Plays  LLC"
"5/27/2022","NDVR","Outbound","ndvr","Q2-2022","Linda Miller","","Rapid Growth Brands - New Business","7400","35.0000000000","4/22/2022 5:44 PM","37000.00",""
"5/31/2022","Truehold","Channel Partner","TrueHold-","Q2-2022","Mike Iaco","","CV Strategic","7029","20.0000000000","5/11/2022 9:33 AM","84348.00","Corey Eulas"
"5/31/2022","Harbor Classic","Channel Partner","Harbor Classic - Email Project","Q2-2022","Matt Levitt","","Rapid Growth Brands - New Business","13275","0.0000000000","","13275.02","Corey Eulas"
"5/31/2022","Sylva","Channel Partner","Sylva-","Q2-2022","Matt Levitt","","Rapid Growth Brands - New Business","9130","28.0000000000","5/12/2022 8:00 AM","9130.00","Define Simmonds)"
"5/31/2022","Harbor Classic","Channel Partner","Harbor Classic-","Q2-2022","Matt Levitt","","Rapid Growth Brands - New Business","12045","26.0000000000","5/17/2022 7:06 AM","144544.50","Corey Eulas"
"5/31/2022","Whole 30","Outbound","Whole 30 -Affiliate","Q2-2022","Jake Mehani","","Commercial Velocity - New Business","6542","116.0000000000","2/4/2022 11:36 AM","39250.50",""
"5/31/2022","NZXT","Outbound","NZXT-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","66330","131.0000000000","2/10/2022 5:09 PM","795958.08",""
"5/31/2022","Cupcake Vineyards","Inbound","Cupcake Vineyards-","Q2-2022","Ben Rogers","","Commercial Velocity - New Business","3629","47.0000000000","4/19/2022 8:43 AM","3629.00",""
"5/31/2022","Revolver Exp","Outbound","Revolver Exp-","Q2-2022","Alexa Engelhart","","Rapid Growth Brands - New Business","19100","63.0000000000","","114600.00",""
"5/31/2022","Raw Rev","Inbound","Raw Indulgence Ltd.-","Q2-2022","Jenny Silva","","Rapid Growth Brands - New Business","17190","67.0000000000","4/1/2022 5:52 PM","206280.00",""
"5/31/2022","Bokksu","Inbound","Bokksu- SEO, Paid Social (Meta + TikTok), Creative, UX","Q2-2022","Jenny Silva","","Rapid Growth Brands - New Business","32999","50.0000000000","4/25/2022 12:45 PM","395990.75",""
