"Account Name","Opportunity Name","Fiscal Period","Next Step","Type","Deal Velocity","Monthly Deal Value (Gross Profit)","Age","Appraisal Start Date","Close Date","Opportunity Owner","Lead Source Category"
"Mademoiselle Lash","Mademoiselle Lash-","Q3-2021","","Brand Strategy - New Business","6.00","1000","6.0000000000","","8/17/2021","Kira Tirshfield","Inbound"
"Windsor Fashions","Windsor Fashion-","Q3-2021","","Brand Strategy - New Business","20.00","1000","20.0000000000","","8/31/2021","Kira Tirshfield","Inbound"
"Breathwrk Inc.","Breathwrk","Q3-2021","","Brand Strategy - New Business","35.00","15000","35.0000000000","","8/20/2021","Kira Tirshfield","Inbound"
"House Of Spoils","House of Spoils","Q3-2021","","Brand Strategy - New Business","50.00","7448","50.0000000000","","8/31/2021","Kira Tirshfield","Inbound"
"PlantPaper","PlantPaper-","Q3-2021","","Brand Strategy - New Business","82.00","5000","82.0000000000","","8/31/2021","Kira Tirshfield","Inbound"
"Women Impact Tech","Women Impact Tech-","Q3-2021","","Brand Strategy - New Business","96.00","5000","96.0000000000","","8/31/2021","Kira Tirshfield","Inbound"
"Strong + Sexy Fit","Strong + Sexy Fit-","Q3-2021","","Brand Strategy - New Business","99.00","0","99.0000000000","","8/31/2021","Kira Tirshfield","Inbound"
"Marquis","Marquis","Q3-2021","","Brand Strategy - New Business","157.00","9031","157.0000000000","","8/13/2021","Kira Tirshfield","Inbound"
"LesserEvil","LesserEvil","Q3-2021","","Brand Strategy - New Business","14.00","8798","14.0000000000","","8/2/2021","Kira Tirshfield","Outbound"
"The Lomas Brand","The Lomas Brand-","Q3-2021","","Brand Strategy - New Business","36.00","1000","36.0000000000","","8/11/2021","Kira Tirshfield","Outbound"
"Praisidio, Inc.","Praisidio, Inc.-","Q3-2021","","Rapid Growth Brands - New Business","35.00","7000","35.0000000000","","8/31/2021","Matt Levitt","Channel Partner"
"Mindfire Solutions","Mindfire Solutions-","Q3-2021","","Rapid Growth Brands - New Business","4.00","1000","4.0000000000","","8/30/2021","Matt Levitt","Inbound"
"AirBox Air Purifier","AirBox Air Purifier-","Q3-2021","","Rapid Growth Brands - New Business","6.00","1000","6.0000000000","","8/30/2021","Matt Levitt","Inbound"
"Ozone Karma","Ozone Karma-","Q3-2021","","Rapid Growth Brands - New Business","7.00","1000","7.0000000000","","8/18/2021","Matt Levitt","Inbound"
"Retarus","Retarus-","Q3-2021","","Rapid Growth Brands - New Business","7.00","1000","7.0000000000","","8/18/2021","Matt Levitt","Inbound"
"Red Hat","Red Hat","Q3-2021","","Rapid Growth Brands - New Business","25.00","15000","25.0000000000","","8/1/2021","Matt Levitt","Inbound"
"UnboxERP","Unbox ERP & CRM Solutions","Q3-2021","","Rapid Growth Brands - New Business","25.00","1000","25.0000000000","","8/1/2021","Matt Levitt","Inbound"
"NextAxiom","NextAxiom Technology","Q3-2021","","Rapid Growth Brands - New Business","36.00","0","36.0000000000","","8/21/2021","Matt Levitt","Inbound"
"MetroSpeedy","MetroSpeedy","Q3-2021","","Rapid Growth Brands - New Business","39.00","1000","39.0000000000","","8/15/2021","Matt Levitt","Inbound"
"GlengarryAI","Glengarry AI","Q3-2021","","Rapid Growth Brands - New Business","44.00","1000","44.0000000000","","8/28/2021","Matt Levitt","Inbound"
"vFED","VConferenceOnline","Q3-2021","","Rapid Growth Brands - New Business","54.00","8000","54.0000000000","","8/30/2021","Matt Levitt","Inbound"
"VAT IT","VATit / Tecex-","Q3-2021","","Rapid Growth Brands - New Business","74.00","50689","74.0000000000","","8/16/2021","Matt Levitt","Inbound"
"Charm Sciences, Inc.","Charm Sciences, Inc.-","Q3-2021","","Rapid Growth Brands - New Business","77.00","1000","77.0000000000","","8/31/2021","Matt Levitt","Inbound"
"costar","CoStar Group (STR)","Q3-2021","","Rapid Growth Brands - New Business","84.00","15000","84.0000000000","","8/31/2021","Matt Levitt","Inbound"
"Heyday","Heyday-","Q3-2021","","Rapid Growth Brands - New Business","26.00","5260","26.0000000000","","8/17/2021","Matt Levitt","Outbound"
"HeartHero","HeartHero Organic Social","Q3-2021","","Rapid Growth Brands - New Business","37.00","4778","37.0000000000","","8/27/2021","Matt Levitt","Outbound"
"JibJab","JibJab-","Q3-2021","","Rapid Growth Brands - New Business","40.00","40000","40.0000000000","","8/22/2021","Matt Levitt","Outbound"
"DoorDash","DoorDash","Q3-2021","","Rapid Growth Brands - New Business","306.00","1000","306.0000000000","","8/31/2021","Matt Levitt","Outbound"
"Santa?s Club LLC","Santa's Club 2021","Q3-2021","","Commercial Velocity - New Business","11.00","12415","11.0000000000","","8/30/2021","Mike Iaco","Channel Partner"
"Enphase Energy","Enphase Energy-","Q3-2021","","Commercial Velocity - New Business","49.00","11944","49.0000000000","","8/15/2021","Mike Iaco","Channel Partner"
"PIPFALL","PIPFALL-","Q3-2021","","Commercial Velocity - New Business","1.00","1000","1.0000000000","","8/31/2021","Mike Iaco","Inbound"
"Softies","Softies","Q3-2021","","Commercial Velocity - New Business","25.00","9555","25.0000000000","","8/30/2021","Mike Iaco","Outbound"
"House of Marley","House of Marley - Brand Awareness Strategy","Q3-2021","","Commercial Velocity - New Business","19.00","23458","19.0000000000","","8/18/2021","Pat Kreidler","Inbound"
"organifi","organifi-","Q3-2021","","Commercial Velocity - New Business","45.00","2000","45.0000000000","","8/6/2021","Pat Kreidler","Inbound"
"Urban Savage","Urban Savage-","Q3-2021","","Commercial Velocity - New Business","61.00","10000","61.0000000000","","8/1/2021","Pat Kreidler","Inbound"
"Electro Industries / GaugeTech","Electro Industries-","Q3-2021","","Commercial Velocity - New Business","66.00","0","66.0000000000","","8/1/2021","Pat Kreidler","Inbound"
"Popcorn","Popcorn-","Q3-2021","","Commercial Velocity - New Business","72.00","5000","72.0000000000","","8/1/2021","Pat Kreidler","Inbound"
"Urban Skin Rx","Urban Skin Rx-","Q3-2021","","Commercial Velocity - New Business","76.00","42998","76.0000000000","","8/18/2021","Pat Kreidler","Inbound"
"STAND 8 Technology Services","STAND 8-","Q3-2021","","Commercial Velocity - New Business","80.00","0","80.0000000000","","8/2/2021","Pat Kreidler","Inbound"
"Rodeo Lending","Rodeo Lending","Q3-2021","","Commercial Velocity - New Business","94.00","1000","94.0000000000","","8/2/2021","Pat Kreidler","Inbound"
"Axiom Law","Axiom Law - SEO & Content Strategy","Q3-2021","","Commercial Velocity - New Business","102.00","7531","102.0000000000","","8/31/2021","Pat Kreidler","Inbound"
"Axiom Law","Axiom Law","Q3-2021","","Commercial Velocity - New Business","334.00","28665","334.0000000000","","8/11/2021","Pat Kreidler","Inbound"
"TGG Accounting","TGG Accounting-","Q3-2021","","Commercial Velocity - New Business","15.00","14333","15.0000000000","","8/24/2021","Pat Kreidler","Outbound"
"Glassie","Glassie-","Q3-2021","","Commercial Velocity - New Business","98.00","0","98.0000000000","","8/6/2021","Pat Kreidler","Outbound"
"Italeau","Italeau-","Q3-2021","","Commercial Velocity - New Business","101.00","0","101.0000000000","","8/6/2021","Pat Kreidler","Outbound"
"Mixed Chicks","Mixed Chicks","Q3-2021","","Private Equity - Diligence","84.00","10000","84.0000000000","","8/30/2021","Pierre Le Veaux","Channel Partner"
"Center For Autism and Related Disorders, Inc.","Center for Autism & Related Disorders","Q3-2021","","Private Equity - Marketing Deal","207.00","10000","207.0000000000","","8/30/2021","Pierre Le Veaux","Channel Partner"
"Maison 276","Cornelius Consortium LLC","Q3-2021","","Private Equity - Diligence","0.00","6568","0.0000000000","","8/31/2021","Pierre Le Veaux","Outbound"
"Family Christian Center","FCC Womens Conference","Q3-2021","","Private Equity - Diligence","2.00","27500","2.0000000000","","8/31/2021","Pierre Le Veaux","Outbound"
"Assembly Health","Assembly Health","Q3-2021","","Private Equity - Marketing Deal","15.00","10000","15.0000000000","","8/31/2021","Pierre Le Veaux","Outbound"
"prioritybicycles","Priority Bicycles","Q3-2021","","Private Equity - Marketing Deal","15.00","20000","15.0000000000","","8/31/2021","Pierre Le Veaux","Outbound"
"Advanced Disaster Recovery","Advanced Disaster Recovery","Q3-2021","","Private Equity - Marketing Deal","31.00","10000","31.0000000000","","8/31/2021","Pierre Le Veaux","Outbound"
"Nexa","nexa","Q3-2021","","Private Equity - Diligence","41.00","43759","41.0000000000","","8/31/2021","Pierre Le Veaux","Outbound"
"Boyne Capital Partners LLC","A&A Packaging","Q3-2021","","Private Equity - Marketing Deal","85.00","10000","85.0000000000","","8/30/2021","Pierre Le Veaux","Outbound"
"Boyne Capital Partners LLC","doublewood supplements","Q3-2021","","Private Equity - Marketing Deal","86.00","10000","86.0000000000","","8/31/2021","Pierre Le Veaux","Outbound"
"Grillo's Pickles","Grillos Pickles","Q3-2021","","Private Equity - Diligence","168.00","1000","168.0000000000","","8/6/2021","Pierre Le Veaux","Outbound"
"Farmers Fridge","Farmers Fridge","Q3-2021","","Private Equity - Diligence","309.00","10000","309.0000000000","","8/31/2021","Pierre Le Veaux","Outbound"
"Tersasana","Tersasana","Q3-2021","","Brand Strategy - New Business","16.00","12422","16.0000000000","","8/6/2021","Sara Brooks","Outbound"
"Lenox Financial","Lenox Financial-","Q3-2021","","Commercial Velocity - New Business","93.00","25492","93.0000000000","","8/13/2021","Zac Kyle","Channel Partner"
"Trafilea","Shapermint-","Q3-2021","","Commercial Velocity - New Business","118.00","10000","118.0000000000","","8/23/2021","Zac Kyle","Channel Partner"
"Clash App Inc.","Clash App Inc-","Q3-2021","","Commercial Velocity - New Business","4.00","1000","4.0000000000","","8/30/2021","Zac Kyle","Inbound"
"Demetech","Demetech-","Q3-2021","","Commercial Velocity - New Business","6.00","1000","6.0000000000","","8/17/2021","Zac Kyle","Inbound"
"Kalypsys, Inc.","Kalypsys-","Q3-2021","","Commercial Velocity - New Business","40.00","1000","40.0000000000","","8/1/2021","Zac Kyle","Inbound"
"Forward","Forward-","Q3-2021","","Commercial Velocity - New Business","42.00","10845","42.0000000000","","8/27/2021","Zac Kyle","Inbound"
"GROQ Health","GROQ Health-","Q3-2021","","Commercial Velocity - New Business","48.00","20000","48.0000000000","","8/1/2021","Zac Kyle","Inbound"
"Circular","Circular","Q3-2021","","Commercial Velocity - New Business","54.00","7548","54.0000000000","","8/31/2021","Zac Kyle","Inbound"
"Guide to Iceland","Guide to Iceland / Guide to Europe-","Q3-2021","","Commercial Velocity - New Business","59.00","25886","59.0000000000","","8/1/2021","Zac Kyle","Inbound"
"Univision  Group","Univision-","Q3-2021","","Commercial Velocity - New Business","86.00","0","86.0000000000","","8/6/2021","Zac Kyle","Inbound"
"Non-GMO Project","The Non-GMO Project","Q3-2021","","Commercial Velocity - New Business","101.00","14245","101.0000000000","","8/1/2021","Zac Kyle","Inbound"
"Bala","Bala-","Q3-2021","","Commercial Velocity - New Business","41.00","1000","41.0000000000","","8/2/2021","Zac Kyle","Other"
"The Med Lounge","The Med Lounge-","Q3-2021","","Commercial Velocity - New Business","40.00","0","40.0000000000","","8/1/2021","Zac Kyle","Outbound"
"Adamson Ahdoot LLP","Adamson Ahdoot LLP-","Q3-2021","","Commercial Velocity - New Business","42.00","9636","42.0000000000","","8/13/2021","Zac Kyle","Outbound"
"Send A Ride","Send A Ride-","Q3-2021","","Commercial Velocity - New Business","64.00","14333","64.0000000000","","8/6/2021","Zac Kyle","Outbound"
"Thoughtfully/BomBombs","Thoughtfully/BomBombs-","Q3-2021","","Commercial Velocity - New Business","83.00","18919","83.0000000000","","8/1/2021","Zac Kyle","Outbound"
"Yummy Bazaar","Yummy Bazaar-","Q3-2021","","Commercial Velocity - New Business","104.00","15000","104.0000000000","","8/31/2021","Zac Kyle","Outbound"
"Tone It Up","Tone it Up","Q3-2021","","Commercial Velocity - New Business","149.00","21977","149.0000000000","","8/1/2021","Zac Kyle","Outbound"
"Clio Snacks","Clio - PR Project","Q3-2021","","Brand Strategy - New Business","1.00","1350","1.0000000000","","9/29/2021","Alexa Engelhart","Outbound"
"get hai","hai-","Q3-2021","","Commercial Velocity - New Business","1.00","1000","1.0000000000","","9/2/2021","Alex Serna","Channel Partner"
"EasyBins","EasyBins-","Q3-2021","","Commercial Velocity - New Business","9.00","1000","9.0000000000","","9/30/2021","Alex Serna","Channel Partner"
"TheRTAStore.com","RTA Store-","Q3-2021","","Commercial Velocity - New Business","50.00","1000","50.0000000000","","9/30/2021","Alex Serna","Channel Partner"
"Free Birdees","Free Birdees-","Q3-2021","","Commercial Velocity - New Business","58.00","15000","58.0000000000","","9/30/2021","Alex Serna","Channel Partner"
"Lifeway Foods","Lifeway Foods-","Q3-2021","","Commercial Velocity - New Business","59.00","1000","59.0000000000","","9/30/2021","Alex Serna","Channel Partner"
"WoofWell","WoofWell-","Q3-2021","","Commercial Velocity - New Business","66.00","1000","66.0000000000","","9/30/2021","Alex Serna","Channel Partner"
"VirtualMate","Virtual Mate-","Q3-2021","","Commercial Velocity - New Business","71.00","1000","71.0000000000","","9/30/2021","Alex Serna","Channel Partner"
"ware.ologie","ware.ologie-","Q3-2021","","Commercial Velocity - New Business","73.00","1000","73.0000000000","","9/30/2021","Alex Serna","Channel Partner"
"Snake River Farms","Agri Beef Paid Email Appraisal","Q3-2021","","Commercial Velocity - New Business","-2.00","4000","0.0000000000","","9/1/2021","Alex Serna","Inbound"
"Caterpy","Caterpy-","Q3-2021","","Commercial Velocity - New Business","0.00","1000","0.0000000000","","9/16/2021","Alex Serna","Inbound"
"The Ladelle Group","The Ladelle Group-","Q3-2021","","Commercial Velocity - New Business","0.00","1000","0.0000000000","","9/30/2021","Alex Serna","Inbound"
"Dermaflash","Dermaflash-","Q3-2021","","Commercial Velocity - New Business","1.00","1000","1.0000000000","","9/22/2021","Alex Serna","Inbound"
"Maria Killam, Inc.","Maria Killam, Inc.-","Q3-2021","","Commercial Velocity - New Business","2.00","1000","2.0000000000","","9/30/2021","Alex Serna","Inbound"
"Globalwidetrade","BeddingCo-","Q3-2021","","Commercial Velocity - New Business","3.00","1000","3.0000000000","","9/30/2021","Alex Serna","Inbound"
"Beyond Resilience","Beyond Resilience-","Q3-2021","","Commercial Velocity - New Business","6.00","1000","6.0000000000","","9/29/2021","Alex Serna","Inbound"
"Sandviks AS","Sandviks Publishing Interactive, Inc-","Q3-2021","","Commercial Velocity - New Business","15.00","1000","15.0000000000","","9/30/2021","Alex Serna","Inbound"
"coteriebrooklyn.com","Coterie Brooklyn-","Q3-2021","","Commercial Velocity - New Business","16.00","1000","16.0000000000","","9/30/2021","Alex Serna","Inbound"
"The Table Company.com","The Table Company.com-","Q3-2021","","Commercial Velocity - New Business","36.00","1000","36.0000000000","","9/30/2021","Alex Serna","Inbound"
"Fine Art Canvas","Fine Art Canvas-","Q3-2021","","Commercial Velocity - New Business","38.00","10000","38.0000000000","","9/30/2021","Alex Serna","Inbound"
"Big Heart Toys","Big Heart Toys-","Q3-2021","","Commercial Velocity - New Business","38.00","1000","38.0000000000","","9/30/2021","Alex Serna","Inbound"
"ChiliSleep","ChiliSleep-","Q3-2021","","Commercial Velocity - New Business","41.00","8505","41.0000000000","8/24/2021 9:18 AM","9/14/2021","Alex Serna","Inbound"
"Underdog Games","Underdog Games-","Q3-2021","","Commercial Velocity - New Business","58.00","1000","58.0000000000","","9/30/2021","Alex Serna","Inbound"
"Yaasa Studios","Yaasa Studios-","Q3-2021","","Commercial Velocity - New Business","66.00","1000","66.0000000000","","9/30/2021","Alex Serna","Inbound"
"Tactipup","Tactipup-","Q3-2021","","Commercial Velocity - New Business","69.00","1000","69.0000000000","","9/30/2021","Alex Serna","Inbound"
"Verge Marketplace","Verge Marketplace-","Q3-2021","","Commercial Velocity - New Business","73.00","1000","73.0000000000","","9/30/2021","Alex Serna","Inbound"
"Moonflowers Co","Moonflowers Co-","Q3-2021","","Commercial Velocity - New Business","79.00","1000","79.0000000000","","9/30/2021","Alex Serna","Inbound"
"Powerhome Solar","Powerhome Solar-","Q3-2021","","Commercial Velocity - New Business","139.00","1000","139.0000000000","","9/30/2021","Alex Serna","Inbound"
"Free Birdees","Free Birdees Website","Q3-2021","","Commercial Velocity - New Business","55.00","45000","55.0000000000","","9/30/2021","Alex Serna","Other"
"Big Heart Toys","Big Heart Toys","Q3-2021","","Commercial Velocity - New Business","-81.00","1000","0.0000000000","","9/30/2021","Alex Serna","Outbound"
"Hey Dewy","Hey Dewy-","Q3-2021","","Commercial Velocity - New Business","1.00","1000","1.0000000000","","9/30/2021","Alex Serna","Outbound"
"Indie Lee & Co.","Indie Lee","Q3-2021","","Commercial Velocity - New Business","16.00","8500","16.0000000000","","9/1/2021","Alex Serna","Outbound"
"LOLI Beauty","LOLI Beauty","Q3-2021","","Commercial Velocity - New Business","40.00","1000","40.0000000000","","9/15/2021","Alex Serna","Outbound"
